,Date/Time,MULTIPOINT
377,2022-06-16 17:00:00,"MULTIPOINT ((-0.4123757342 -0.8270458098), (-0.4017899514 -0.8223006913), (-0.3809421914 -0.7419959632), (-0.1736075353 -0.62878798), (-0.1453148108 -0.6104472579), (-0.2161701427 -0.6440114845), (-0.3151233675 -0.7401177766), (-0.3353745935 -0.7485684243), (-0.3151233675 -0.7401177766), (-0.3151233675 -0.7401177766), (-0.4007587265 -0.7473149091), (-0.4122826692 -0.8143602117), (-0.40312889 -0.8211706798), (-0.509204436 -0.8818156636), (-0.2309241395 -0.6857289246), (-0.2016420439 -0.6568626085), (-0.4628615942 -0.8507970327), (-0.4359253305 -0.8406306247), (-0.3984565365 -0.7494987556), (-0.2921623487 -0.8411063406), (-0.4175923826 -0.8192030841), (-0.2252820829 -0.6689396288), (-0.3671148368 -0.8179568408), (-0.4344798574 -0.8239101739), (-0.4161359431 -0.8135981484), (-0.2246932223 -0.6640086587), (-0.2269177091 -0.6681152175), (-0.4137325527 -0.8133342128), (-0.3431310264 -0.7669465194), (-0.3314944401 -0.7519542268), (-0.4038615499 -0.8119745392), (-0.2784887318 -0.7084154046), (-0.4569081735 -0.835102402), (-0.3420503634 -0.769424939), (-0.4761859565 -0.8701503423), (-0.3339475367 -0.7094815184), (-0.3854790448 -0.8097792484), (-0.3057472216 -0.7251083174), (-0.4978092288 -0.8611946525), (-0.3748559228 -0.7828548974), (-0.2460545684 -0.6862835589), (-0.3428717972 -0.7973697455), (-0.4226049316 -0.8189725279))"
378,2022-06-16 18:00:00,"MULTIPOINT ((-0.2067536477 -0.6633356468), (-0.2657716017 -0.6786710318), (-0.2739452926 -0.7144513517), (-0.513393346 -0.8842579619), (-0.3347671825 -0.7014867377), (-0.305441743 -0.734634318), (-0.2234253415 -0.6705622843), (-0.2067536477 -0.6633356468), (-0.2067536477 -0.6633356468), (-0.2428004658 -0.6949914068), (-0.3300290308 -0.7605183049), (-0.296336925 -0.8169403192), (-0.3325116293 -0.752342441), (-0.2971834205 -0.7444342679), (-0.2840783555 -0.8327518374), (-0.3699005597 -0.7797641449), (-0.2235434832 -0.6736157235), (-0.4872827179 -0.8480568233), (-0.4676087455 -0.8403389723), (-0.2278139257 -0.6684629592), (-0.4338354647 -0.8377650043), (-0.4074320826 -0.7665517485), (-0.3783729944 -0.7741708323), (-0.4019630292 -0.7659046653), (-0.420169715 -0.8276400821), (-0.1957777546 -0.6518497397), (-0.3120491222 -0.8050758541), (-0.3602476027 -0.7800426839), (-0.267428654 -0.7004541225))"
379,2022-06-16 19:00:00,"MULTIPOINT ((-0.1536357726 -0.6227204417), (-0.3724050611 -0.7930704803), (-0.1981001638 -0.6436274427), (-0.1986709508 -0.6553848553), (-0.1370737126 -0.607423145), (-0.157817635 -0.6257312029), (-0.3408653413 -0.7757890174), (-0.1370737126 -0.607423145), (-0.1370737126 -0.607423145), (-0.4465335825 -0.8546201051), (-0.3353404131 -0.7479422628), (-0.2821850795 -0.7057049387), (-0.2617001926 -0.6962015884), (-0.3172159452 -0.7333629805), (-0.2908941849 -0.7301864549), (-0.3700861236 -0.8175171866), (-0.324374354 -0.7488703886), (-0.3990755396 -0.7544942194), (-0.3943023731 -0.8180200828), (-0.2247404998 -0.6720541045), (-0.1644716211 -0.6289771696), (-0.3211156473 -0.6997519036), (-0.3932780915 -0.798456483), (-0.3970324 -0.759234927), (-0.3984269452 -0.8088127959), (-0.3644012892 -0.7867353705), (-0.4842830616 -0.856423963), (-0.4295654096 -0.8271112572), (-0.4217075975 -0.8385425056), (-0.3867864551 -0.7926812528), (-0.2931722072 -0.7156259485), (-0.2737542157 -0.7060852253), (-0.4563782124 -0.814394366), (-0.4046048782 -0.7712552024))"
380,2022-06-16 20:00:00,"MULTIPOINT ((-0.2914174112 -0.7297394691), (-0.1640405062 -0.6233898177), (-0.3692421313 -0.7971304868), (-0.1782318514 -0.6312780228), (-0.4655594373 -0.8427372814), (-0.521065326 -0.8943042637), (-0.409715737 -0.8170877846), (-0.4018988998 -0.75980035), (-0.2303362027 -0.6751430093), (-0.3518849806 -0.7661935162), (-0.4415629917 -0.8413845221), (-0.4092558652 -0.812111037), (-0.3673223036 -0.7890423631), (-0.3547797711 -0.7676735344), (-0.368091379 -0.7896172634), (-0.4028575621 -0.8143054338), (-0.4258001347 -0.8187108574), (-0.2041254768 -0.7109942008), (-0.2975035904 -0.8235002631), (-0.2704079868 -0.6933179073), (-0.4094208374 -0.7923442998), (-0.4783671888 -0.8835691544), (-0.4129620767 -0.817019178), (-0.3774622802 -0.8035824842), (-0.2747533164 -0.705208003), (-0.3578826839 -0.7569187551), (-0.3989753822 -0.7555830432), (-0.4015197559 -0.7626247827))"
381,2022-06-16 21:00:00,"MULTIPOINT ((-0.400611366 -0.75968537), (-0.1958836336 -0.6516462446), (-0.3896144044 -0.8065975966), (-0.5233833397 -0.8913254513), (-0.4480580849 -0.8432913792), (-0.1803805869 -0.6386983204), (-0.4107111723 -0.7723125541), (-0.3818875629 -0.8069759758), (-0.2252562464 -0.6687836398), (-0.1438704551 -0.6115987276), (-0.1722349825 -0.627469375), (-0.4078323844 -0.8082678773), (-0.3996573824 -0.7574071075), (-0.4015478274 -0.7596509177), (-0.3577584482 -0.7777746737), (-0.2383359665 -0.6888990724), (-0.1625764827 -0.6426721961), (-0.2753806635 -0.7106044368), (-0.1475513665 -0.6121733299), (-0.2548983096 -0.6830022458), (-0.322943006 -0.7854708877), (-0.2301472863 -0.6845118883), (-0.4549418878 -0.8763626041), (-0.4005416343 -0.7527745253), (-0.4002118986 -0.8030554475), (-0.3872415291 -0.8111898255), (-0.2607768433 -0.7109183819), (-0.2433647117 -0.6844979405), (-0.3025403071 -0.7109868096), (-0.3122418678 -0.8374446217), (-0.5174858236 -0.8843740745), (-0.2075834851 -0.6496683371), (-0.3963988843 -0.7533795863), (-0.4223648042 -0.8297421491), (-0.3565910974 -0.7857566391), (-0.2670049295 -0.8247992578), (-0.3756573906 -0.8544967802), (-0.3433148917 -0.850277864), (-0.4036671951 -0.7540575455), (-0.4018855197 -0.7513787304), (-0.3978012966 -0.7638955241), (-0.2468360108 -0.7392269045), (-0.3487920805 -0.728877506))"
382,2022-06-16 22:00:00,"MULTIPOINT ((-0.3993154883 -0.7565860938), (-0.3053097593 -0.7012833023), (-0.3751310651 -0.7763260679), (-0.3104684469 -0.7445647455), (-0.2763482062 -0.7266384643), (-0.2674014169 -0.7180921488), (-0.4376318209 -0.847801471), (-0.409202136 -0.8119018794), (-0.2772708404 -0.7265916736), (-0.3356694038 -0.755177722), (-0.2394452523 -0.6952246453), (-0.2531626154 -0.6637841227), (-0.5233360771 -0.8906529163), (-0.298128047 -0.7202215154), (-0.4158021844 -0.7948726693), (-0.3517326436 -0.7755235916), (-0.294638123 -0.7425510147), (-0.193757546 -0.6937015915), (-0.2746598938 -0.7097427717), (-0.2210109103 -0.6674613988), (-0.2276527083 -0.7509793103), (-0.1394873094 -0.6123004696), (-0.2441718863 -0.6961865081), (-0.341602501 -0.8296451104), (-0.4822024636 -0.8624602081), (-0.4102891464 -0.8307934806), (-0.2898266637 -0.8324357465), (-0.3658411302 -0.7878524475), (-0.3452025355 -0.7716339392), (-0.3090110836 -0.8429909051), (-0.3805123876 -0.8554903535), (-0.4165711704 -0.818399833), (-0.4359272079 -0.7875139447), (-0.3038478962 -0.8119986796), (-0.3217882903 -0.8482234818), (-0.2636402545 -0.806392969), (-0.3795393916 -0.8311118365), (-0.3042538302 -0.8296437395), (-0.4109322279 -0.8152870262), (-0.4215043325 -0.8137860863), (-0.3605897649 -0.7903318207), (-0.5027784487 -0.8800683719), (-0.4234609929 -0.8186898164), (-0.4011092327 -0.7612298819), (-0.3311931037 -0.7442872794), (-0.4518253266 -0.850193581), (-0.2868422649 -0.7093830492), (-0.412435632 -0.8144620785), (-0.3017773109 -0.7385796424), (-0.3282009272 -0.7947649015), (-0.2973261917 -0.8165444755), (-0.2871386546 -0.8233930318), (-0.3990602821 -0.7537140955), (-0.2347697251 -0.6781389286), (-0.4036633509 -0.7684243322))"
383,2022-06-16 23:00:00,"MULTIPOINT ((-0.4217120675 -0.8470059091), (-0.395557723 -0.8178567027), (-0.223323113 -0.6680185961), (-0.1905155124 -0.6392688695), (-0.4033129341 -0.816804179), (-0.4067830113 -0.8059626133), (-0.3288838809 -0.8238366797), (-0.2266715769 -0.6754461061), (-0.4747111603 -0.8497774116), (-0.3798055642 -0.8053663144), (-0.4066487628 -0.7997741344), (-0.3183450925 -0.7985775429), (-0.2569255361 -0.8041072558), (-0.3763997951 -0.8026876781), (-0.4103773243 -0.8333654817), (-0.3820312579 -0.7951745143), (-0.3982210876 -0.7536462042), (-0.3700138291 -0.7175165928), (-0.3699018709 -0.7910950166), (-0.3639242825 -0.7930196364), (-0.1878507323 -0.6465093952), (-0.3380559275 -0.767007258), (-0.4454147458 -0.8584159972), (-0.4276950795 -0.8151477269), (-0.4095231702 -0.8187495417), (-0.3416302149 -0.7760120036), (-0.4080429504 -0.778119912), (-0.510372949 -0.8745939734), (-0.4084991568 -0.8149206874), (-0.3507533002 -0.7747759529), (-0.3501734243 -0.7824448078), (-0.4118920821 -0.8146277833), (-0.3996745173 -0.7574582495), (-0.2277119653 -0.6733129247), (-0.5128907412 -0.8908003816), (-0.3732309649 -0.8002227891), (-0.3972043752 -0.809198447), (-0.4055060565 -0.7956476075), (-0.4013014419 -0.7530474614), (-0.410390168 -0.8156882345))"
384,2022-06-17 00:00:00,MULTIPOINT ((-0.2252295606 -0.6686225842))
385,2022-06-17 01:00:00,"MULTIPOINT ((-0.4170116425 -0.8118626586), (-0.394230019 -0.8103260147), (-0.3339273324 -0.7732030685), (-0.3090352215 -0.7322251606), (-0.3635392382 -0.7860638487), (-0.3488355287 -0.775107601), (-0.4107130497 -0.8002575395), (-0.376128944 -0.8025103501), (-0.4000286889 -0.7533351798), (-0.3997853729 -0.7543488999), (-0.3982485035 -0.8214518416), (-0.4349005722 -0.8308678094), (-0.3115894292 -0.7459499306), (-0.4412534901 -0.7935416066), (-0.4019685719 -0.8079562569), (-0.4108247397 -0.8153670772), (-0.3417846975 -0.7682156514), (-0.4133735237 -0.8127082301), (-0.3997444576 -0.7576708643), (-0.3734603346 -0.8227689565), (-0.4567233844 -0.8578335269), (-0.3429986553 -0.8342716129), (-0.4615163083 -0.834087907))"
386,2022-06-17 02:00:00,"MULTIPOINT ((-0.4499849454 -0.8415315106), (-0.4214599605 -0.8291032914), (-0.4822425444 -0.8643045386), (-0.3588182215 -0.7782517009), (-0.4002666708 -0.8189258564), (-0.406810159 -0.8252396273), (-0.4009599949 -0.81984069), (-0.359249247 -0.8296643036), (-0.5234287548 -0.8946958158), (-0.3426608737 -0.7715144887), (-0.4425223095 -0.8598071428), (-0.3330195088 -0.8387675184), (-0.3442526642 -0.7573124531), (-0.497245266 -0.8759037567), (-0.4241991658 -0.8172258322), (-0.4719028789 -0.8567446436), (-0.3476285738 -0.7735892561), (-0.4065870771 -0.8136854117), (-0.4346065069 -0.8365837912))"
387,2022-06-17 03:00:00,"MULTIPOINT ((-0.3883222815 -0.7938552536), (-0.4836689158 -0.8436819777), (-0.510383975 -0.8873301174), (-0.2994210043 -0.730096867), (-0.4601768035 -0.848952285), (-0.2372198268 -0.6799978625), (-0.30921563 -0.7274771811), (-0.4229532923 -0.8383525411), (-0.3157633498 -0.8346908818), (-0.4072837983 -0.7902356762), (-0.2249822215 -0.6696481063), (-0.3294927819 -0.7429438782))"
388,2022-06-17 04:00:00,"MULTIPOINT ((-0.3868768977 -0.8074031128), (-0.2792269941 -0.7067968023), (-0.3220791669 -0.7523079887), (-0.2178361797 -0.6668763058), (-0.3256563747 -0.7396294838))"
389,2022-06-17 05:00:00,"MULTIPOINT ((-0.21471567 -0.6640505021), (-0.1707974659 -0.6345011007), (-0.4091458739 -0.8117355189))"
390,2022-06-17 06:00:00,MULTIPOINT ((-0.2314258354 -0.6750798269))
391,2022-06-17 07:00:00,"MULTIPOINT ((-0.3302372426 -0.7589728392), (-0.300214903 -0.7464685032), (-0.2492441691 -0.6939871641))"
392,2022-06-17 08:00:00,"MULTIPOINT ((-0.2776134794 -0.7053685221), (-0.4486213921 -0.8417556889), (-0.3418526412 -0.7681461508), (-0.3961331886 -0.8216396602), (-0.2043046635 -0.709960155), (-0.3959071862 -0.8015903307), (-0.2244542123 -0.6698845039), (-0.2591743545 -0.6779879465), (-0.2473433389 -0.6849217991), (-0.3253648425 -0.819511009))"
393,2022-06-17 09:00:00,"MULTIPOINT ((-0.5234759578 -0.8912592886), (-0.5014798294 -0.8811623217), (-0.511190777 -0.9035390887), (-0.5238335564 -0.8813899572), (-0.3127899175 -0.7339999904), (-0.4556035048 -0.8463259828), (-0.5238335564 -0.8813899572), (-0.4341387977 -0.8450435587), (-0.5238335564 -0.8813899572), (-0.4183594912 -0.8126563728), (-0.2292970361 -0.66755653), (-0.3735591808 -0.7195803331), (-0.4179953069 -0.8023485197), (-0.2788065475 -0.8353917298), (-0.3748898052 -0.8015040212), (-0.3604105782 -0.7903191247), (-0.3026014565 -0.8299294909), (-0.4291807229 -0.8177450009), (-0.4940788793 -0.8617871366), (-0.3397745761 -0.7674371964), (-0.2153932895 -0.6694940247), (-0.3783822622 -0.774157719), (-0.4084526094 -0.8145050545), (-0.3221289029 -0.7523511435), (-0.4503967798 -0.8521007362), (-0.2969575076 -0.7220257309), (-0.4754166725 -0.8774325923), (-0.2653737137 -0.822700946), (-0.4138376867 -0.834068535), (-0.4790237398 -0.8741696379))"
394,2022-06-17 10:00:00,"MULTIPOINT ((-0.2025470664 -0.6563695473), (-0.3579775966 -0.7784204457), (-0.3408707649 -0.7666117718), (-0.338630946 -0.7699838053), (-0.3412183805 -0.768731065), (-0.4114812013 -0.8321934479), (-0.2754441373 -1.0198073061), (-0.408453563 -0.8295663709), (-0.4014903434 -0.8227165628), (-0.4068631432 -0.8092092953), (-0.4067399505 -0.8136107849), (-0.4112395541 -0.8058972851), (-0.4068631432 -0.8092092953), (-0.285600772 -0.8324210238), (-0.4053074999 -0.7532156101), (-0.3476326862 -0.759725008), (-0.4068631432 -0.8092092953), (-0.4086865683 -0.7812053596), (-0.5025229445 -0.8687498982), (-0.4032648073 -0.8085047518), (-0.3964888502 -0.8216048503), (-0.3509810905 -0.7769042466), (-0.3403255462 -0.8219291668), (-0.3550747601 -0.8357547306), (-0.216090279 -0.6701428365), (-0.3424284942 -0.7823578425), (-0.3531117524 -0.7907658124), (-0.2727301129 -0.7104597729), (-0.2712812724 -0.7030509197), (-0.3246087598 -0.7543500324), (-0.3464157484 -0.8506177377), (-0.3282570106 -0.8393129734), (-0.3604623406 -0.7336614876), (-0.4005907743 -0.7513170977), (-0.3651054903 -0.7822808911), (-0.4172769807 -0.8199694391), (-0.4553131943 -0.8307289869), (-0.3127595812 -0.7548217547), (-0.4155510012 -0.8127352912), (-0.3881824008 -0.8115877555), (-0.4192212443 -0.8372092374), (-0.4134933491 -0.8147867526), (-0.3588541601 -0.8270470019), (-0.439646889 -0.8438099518), (-0.4153076852 -0.7976097195), (-0.3971147967 -0.8006819345), (-0.3819310707 -0.8157633382), (-0.4737972575 -0.8315102434), (-0.3205122593 -0.8480131917), (-0.3164602499 -0.7987201206), (-0.3589883192 -0.7554810572), (-0.4018615606 -0.7525932633), (-0.3497379884 -0.8509597572), (-0.4028096438 -0.7647406187))"
395,2022-06-17 11:00:00,"MULTIPOINT ((-0.3466290857 -0.8239718662), (-0.417757325 -0.8363546655), (-0.4621295899 -0.837045738), (-0.3360605273 -0.8380162438), (-0.2754457167 -1.0198088558), (-0.4967570545 -0.8755443919), (-0.4575904716 -0.8611069124), (-0.4373041414 -0.8475538079), (-0.40763946 -0.8137040683), (-0.5183249287 -0.8794152088), (-0.3463446756 -0.7798660712), (-0.4165255766 -0.8104270469), (-0.4147483116 -0.8149074549), (-0.2895673153 -0.8419932786), (-0.3435979012 -0.7640746403), (-0.3102841049 -0.7531689981), (-0.4043424604 -0.7910077534), (-0.4330559892 -0.8454383891), (-0.3006844002 -0.7305620922), (-0.3698082397 -0.7910189593), (-0.4091001906 -0.8115201623), (-0.4454858186 -0.8526397537), (-0.3372326461 -0.7197761986), (-0.319450251 -0.8410809484), (-0.4173760057 -0.8020495954), (-0.2408566492 -0.6824489825), (-0.4306123689 -0.8233537514), (-0.4620014206 -0.8414515789), (-0.4311820235 -0.8282435338), (-0.3697347532 -0.7856240753), (-0.3667407291 -0.8119914077), (-0.2869164964 -0.7129844468), (-0.51462128 -0.8900000512), (-0.4095696878 -0.8201807426), (-0.4237612267 -0.8289976695), (-0.4096938341 -0.8095217502), (-0.4079860326 -0.8085772327), (-0.373977005 -0.8247596793), (-0.3958878163 -0.7984907565), (-0.4129769469 -0.8138794293), (-0.4136462225 -0.7865954751), (-0.4034378254 -0.7555679628))"
396,2022-06-17 12:00:00,"MULTIPOINT ((-0.2754454485 -1.019808379), (-0.3228857008 -0.7375500671), (-0.3961312218 -0.8192952947), (-0.2715870192 -0.7049497896), (-0.4150335858 -0.826706413), (-0.1792231744 -0.6521466374), (-0.373212042 -0.7884223409), (-0.4005934861 -0.8193930486), (-0.1813036681 -0.6352720454), (-0.4535613784 -0.8749137002), (-0.4027406273 -0.7645707415), (-0.3252615561 -0.7398079443), (-0.4006085649 -0.8045146632), (-0.3002573977 -0.8070922672), (-0.3623804101 -0.7741373933), (-0.376646568 -0.7700242778), (-0.1847673086 -0.6436283368), (-0.1430026974 -0.6091490978), (-0.333928733 -0.8306655064), (-0.2080434463 -0.6627354139), (-0.3996233211 -0.7533548498), (-0.1482797204 -0.6110637037), (-0.3843746313 -0.8025228078), (-0.4050493733 -0.8223213746), (-0.4170100631 -0.8003958255), (-0.1952558246 -0.6562528982), (-0.3753635936 -0.8167352148), (-0.2203592166 -0.6539950211), (-0.4115604094 -0.8144863978), (-0.2100952874 -0.6612475276), (-0.2684003388 -0.7974552206), (-0.3047994363 -0.8201926638), (-0.2851876264 -0.7106794212), (-0.3411558603 -0.8375822521), (-0.3599010002 -0.7711888012), (-0.443338737 -0.8552114568), (-0.3779042422 -0.8324144075), (-0.286061955 -0.7125387723), (-0.3024627082 -0.7244801293), (-0.5197653359 -0.8951611603), (-0.4046568492 -0.8207837174), (-0.3352545596 -0.8475189979), (-0.4137383637 -0.809795342), (-0.523071633 -0.8968089099), (-0.281971623 -0.8330221508), (-0.3746412444 -0.7704614286), (-0.3746412444 -0.7704614286), (-0.4129734901 -0.7836914087), (-0.3837727631 -0.7477812072), (-0.3425993667 -0.7975334833), (-0.3436811323 -0.7815610289), (-0.2508517239 -0.7909085093), (-0.4050915103 -0.7535232965), (-0.5197448336 -0.8864090251), (-0.2958098545 -0.8399788922), (-0.4019170777 -0.7525707918))"
397,2022-06-17 13:00:00,"MULTIPOINT ((-0.2485528864 -0.6956478482), (-0.440622567 -0.846292365), (-0.2830623881 -0.7251977861), (-0.2095895685 -0.661064239), (-0.300175299 -0.6983658841), (-0.4123279948 -0.8143321373), (-0.4285536738 -0.8277634666), (-0.2591869003 -0.7020069197), (-0.4632404699 -0.818953454), (-0.4017060648 -0.7526665787), (-0.3033770879 -0.7485697357), (-0.4987206284 -0.8745378841), (-0.2652680135 -0.6998657512), (-0.2265604532 -0.6663650051), (-0.2457600413 -0.7821839717), (-0.282789302 -0.7301402006), (-0.3953450114 -0.754013437), (-0.2871828478 -0.7214797395), (-0.2630101955 -0.669114811), (-0.3953450114 -0.754013437), (-0.3953450114 -0.754013437), (-0.2433641455 -0.6892338796), (-0.331629076 -0.7560582226), (-0.3619755191 -0.7808415838), (-0.4363649682 -0.8318990536), (-0.4107922578 -0.7908024105), (-0.4104569197 -0.8087841253), (-0.4170026727 -0.8076157275), (-0.4363338869 -0.8401882882), (-0.2302586038 -0.6744173652), (-0.2998612082 -0.8304870459), (-0.32758997 -0.7885843502), (-0.3371585934 -0.8224683036), (-0.4657047117 -0.8420612892), (-0.3134243868 -0.730568172), (-0.3708740027 -0.7984182756), (-0.2206413917 -0.7389762611), (-0.2727711175 -0.7151098793), (-0.3608440473 -0.8515412142), (-0.4043716643 -0.7589204455), (-0.4055511735 -0.7557259189), (-0.4604217884 -0.8481844399), (-0.3408366142 -0.7691028875), (-0.522236223 -0.8903295534), (-0.4267911895 -0.8137797084), (-0.3031189613 -0.8271565578), (-0.3718042955 -0.8172682121), (-0.4287018686 -0.8130939408), (-0.497963324 -0.8631050264), (-0.4571440992 -0.8481510009), (-0.1836336614 -0.6726107058), (-0.4144008151 -0.8128807896), (-0.3097812914 -0.7278952579), (-0.3421769533 -0.7678511604), (-0.3996596472 -0.7505550344), (-0.4460623271 -0.8576913069), (-0.3421769533 -0.7678511604), (-0.423064416 -0.8723105252), (-0.1733950175 -0.6366137776), (-0.2277822782 -0.6697223755), (-0.3421769533 -0.7678511604), (-0.3996271355 -0.7532584072), (-0.2655300737 -0.6785598069), (-0.4272006995 -0.7777912442), (-0.3157338479 -0.7151400996), (-0.4100526545 -0.7873108073), (-0.407315714 -0.7645887425))"
398,2022-06-17 14:00:00,"MULTIPOINT ((-0.4706519394 -0.87582913), (-0.2290394906 -0.6734352363), (-0.2036103858 -0.6556008677), (-0.1548659267 -0.6241629678), (-0.5245867186 -0.8986356565), (-0.1478133224 -0.6159101524), (-0.4026810871 -0.8207865189), (-0.3777474352 -0.8082915409), (-0.345226584 -0.7718109096), (-0.3774368907 -0.7527863273), (-0.1823717704 -0.6365101823), (-0.176777185 -0.6657738323), (-0.1796514881 -0.6427605919), (-0.4005827284 -0.759626956), (-0.3761424135 -0.7220324068), (-0.1602596907 -0.6296360549), (-0.3825024239 -0.7714339609), (-0.5234146296 -0.8954094791), (-0.1759541867 -0.6336155932), (-0.3485934941 -0.7637277927), (-0.4119041809 -0.8168735009), (-0.4240185785 -0.8196100742), (-0.4802042622 -0.8882435801), (-0.2257046899 -0.66550334), (-0.1571608157 -0.6275944881), (-0.3583009551 -0.7710011018), (-0.3490943705 -0.7611760577), (-0.3449266482 -0.7702130502), (-0.4357524316 -0.790436489), (-0.4851817963 -0.8454036388), (-0.3948283411 -0.7503040333), (-0.4111286389 -0.7740445867), (-0.2249935604 -0.667443815), (-0.4455871084 -0.8526126926), (-0.4271418149 -0.8308421788), (-0.4094921783 -0.8130010746), (-0.4300880996 -0.8436598638), (-0.4238857306 -0.8137700522), (-0.3970473894 -0.7592685449), (-0.2253491177 -0.6692274664), (-0.3207803986 -0.7456670402), (-0.2920104885 -0.8280253756), (-0.3607276788 -0.769076184), (-0.4521070249 -0.8574097875), (-0.252749738 -0.7400206783), (-0.1497398104 -0.6182324042), (-0.4032857864 -0.7561809515), (-0.4117042833 -0.7787361789))"
399,2022-06-17 15:00:00,"MULTIPOINT ((-0.2824143598 -0.7199730178), (-0.4798029174 -0.8812502406), (-0.273207954 -0.7227032729), (-0.2358728422 -0.6795694142), (-0.4142241316 -0.788050578), (-0.4102830672 -0.7884634691), (-0.2359790937 -0.6823688123), (-0.2679711907 -0.7186520285), (-0.4056393812 -0.8060209677), (-0.4089290499 -0.8289312088), (-0.4340822674 -0.8162133042), (-0.3946528793 -0.8168838723), (-0.2493462189 -0.6884665113), (-0.4482067565 -0.8402323371), (-0.5071442509 -0.8780474883), (-0.4869997978 -0.8534029496), (-0.3937937487 -0.7662631957), (-0.4949522543 -0.8742606564), (-0.2254519124 -0.6697217198), (-0.4071315507 -0.7747249898), (-0.4121971137 -0.8166655354), (-0.3141110655 -0.7467032318), (-0.2754474153 -1.0198068292), (-0.1695604727 -0.6265725423), (-0.4429901081 -0.857729872), (-0.3657654981 -0.7681917494), (-0.404049915 -0.7676850384), (-0.2374626809 -0.6721354668), (-0.4156817035 -0.7943555272))"
400,2022-06-17 16:00:00,"MULTIPOINT ((-0.3631677529 -0.7672570669), (-0.4042761855 -0.8216198114), (-0.4036334914 -0.7706881104), (-0.4120237082 -0.8128825778), (-0.4004502381 -0.7542504307), (-0.3722316854 -0.7994460627), (-0.1486808864 -0.6166467044), (-0.4606839379 -0.8179067717), (-0.3099857484 -0.7364769198), (-0.1391300535 -0.610355703), (-0.379030946 -0.7983049049), (-0.5122255482 -0.8925796222), (-0.1415037633 -0.6096416822), (-0.5187431403 -0.8905879457), (-0.4641646835 -0.8397348054), (-0.3640880329 -0.7931470741), (-0.2965518716 -0.7191778134), (-0.3561873388 -0.787065588), (-0.3218556082 -0.717625195), (-0.3451357838 -0.772534527), (-0.3618768517 -0.7808151187), (-0.4124676669 -0.81424094), (-0.3385890772 -0.7513861812), (-0.4405282205 -0.7926796435), (-0.4071656418 -0.8057025522), (-0.2754459253 -1.0198080214), (-0.406085098 -0.8104096419), (-0.4092566102 -0.8123530972), (-0.4828342211 -0.8475467147), (-0.2701184213 -0.7080009637), (-0.3444085474 -0.7574597397), (-0.3212577629 -0.7463280117), (-0.3541641353 -0.7111358843), (-0.2140203642 -0.6428808173))"
401,2022-06-17 17:00:00,"MULTIPOINT ((-0.1535735058 -0.6151754483), (-0.3098047737 -0.7365991122), (-0.1965891459 -0.6426618247), (-0.3929806589 -0.8036866159), (-0.358932057 -0.7702216335), (-0.2040101512 -0.6387254411), (-0.2453895989 -0.6993895584), (-0.5067569716 -0.880855589), (-0.4009689944 -0.8233967274), (-0.3035933456 -0.7282436553), (-0.210557871 -0.6650479498), (-0.4221164221 -0.8137924641), (-0.3987856166 -0.8219906803), (-0.3265356203 -0.8395434104), (-0.4369618003 -0.824468921), (-0.4241151897 -0.8270536778), (-0.4609700466 -0.8494532739), (-0.4126184841 -0.8175545596), (-0.3962753042 -0.8000277581), (-0.5185967037 -0.8825947743), (-0.3239460402 -0.7459873632), (-0.4739619316 -0.8730309239), (-0.3997605496 -0.7533189073), (-0.2309971641 -0.6750407849), (-0.4413408336 -0.843279458), (-0.3283688793 -0.7056213114), (-0.4067270471 -0.8265661599), (-0.2248939394 -0.6669406803), (-0.5051351427 -0.888516695), (-0.4687522266 -0.8408044956), (-0.3671456201 -0.788925714), (-0.2381895448 -0.6809507248), (-0.3089736252 -0.7273208344))"
402,2022-06-17 18:00:00,"MULTIPOINT ((-0.3194014686 -0.6952080748), (-0.2945847514 -0.7251446175), (-0.282778723 -0.717679675), (-0.2462901216 -0.6844575276), (-0.4862037535 -0.8686529191), (-0.3687000714 -0.7788481191), (-0.2501990766 -0.6805416485), (-0.1999099108 -0.6562101011), (-0.340780352 -0.7691400221), (-0.3055465194 -0.7506192897), (-0.2490354061 -0.7007438079), (-0.1912098795 -0.6485059595), (-0.4116383063 -0.811631864), (-0.3998178547 -0.757776665), (-0.4106775879 -0.8183033904), (-0.4096262182 -0.8128301244), (-0.3774507476 -0.832487723), (-0.4114484215 -0.8142778958), (-0.2879681343 -0.7136576375), (-0.4131594116 -0.8137441236), (-0.4339056732 -0.8379757712), (-0.2146224261 -0.6703422784), (-0.4203817411 -0.8249509552), (-0.4083683651 -0.7714623334), (-0.3772988874 -0.7748645275), (-0.4025634074 -0.7792322205), (-0.3122925276 -0.8055305291), (-0.1961525031 -0.6512123126), (-0.3873510735 -0.7993089688))"
